id,dID,type,secid,sub_secid
931825,10373,seller,6561,6641
931826,10373,seller,6562,6648
932036,10365,seller,6556,6584
932037,10365,seller,6556,6585
932038,10365,seller,6557,6604
932039,10365,seller,6572,6725
932040,10369,seller,6556,6588
932041,10369,seller,6574,6746
932042,10369,seller,6577,6762
932095,10381,seller,6555,6570
932182,10240,seller,6555,6570
932183,10240,seller,6555,6572
932184,10240,seller,6556,6591
932185,10239,seller,6557,6600
932394,10362,seller,6559,6617
932395,10362,seller,6559,6618
932397,10361,seller,6559,6617
932398,10361,seller,6559,6618
932400,10387,seller,6560,6632
932474,10248,seller,6567,6680
932475,10248,seller,6567,6684
932476,10248,seller,6567,6687
932556,9921,seller,6573,6733
932557,9921,seller,6573,6734
932558,9921,seller,6573,6735
932565,10396,seller,6563,6650
932566,10396,seller,6563,6652
932880,10411,seller,6559,6617
932881,10414,seller,6556,6587
932882,10414,seller,6556,6593
932883,10414,seller,6577,6756
933427,8027,seller,6559,6617
933428,8027,seller,6559,6618
933435,8682,seller,6555,6575
933436,8682,seller,6557,6600
933437,8694,seller,6573,6730
933438,8694,seller,6573,6731
933439,8694,seller,6573,6733
933440,8694,seller,6573,6734
933441,8690,seller,6563,6660
933442,8690,seller,6567,6680
933443,8690,seller,6567,6687
933444,8574,seller,6554,6554
933445,8574,seller,6557,6598
933446,8574,seller,6557,6604
933447,8594,seller,6559,6617
933448,8594,seller,6559,6621
933529,9776,seller,6557,6600
933544,9788,seller,6559,6617
933545,9788,seller,6574,6743
933546,9788,seller,6574,6744
933547,9788,seller,6574,6745
933548,9788,seller,6574,6746
933599,10440,seller,6558,6612
933649,8600,seller,6556,6584
933650,8600,seller,6556,6585
933651,8593,seller,6557,6603
933672,10384,seller,6574,6739
933673,10384,seller,6574,6743
933674,10384,seller,6574,6744
933675,10384,seller,6574,6745
933680,10385,seller,6560,6632
933688,10388,seller,6555,6569
933689,10388,seller,6556,6584
933704,10394,seller,6557,6603
933707,10399,seller,6567,6682
933708,10399,seller,6567,6684
933716,10400,seller,6559,6617
933717,10400,seller,6559,6618
933718,8354,seller,6555,6569
933719,8354,seller,6556,6585
933746,10405,seller,6561,6641
933760,10403,seller,6573,6734
933764,10429,seller,6558,6615
933765,10429,seller,6558,6612
933776,10428,seller,6555,6569
933777,10428,seller,6556,6584
933869,10066,seller,6555,6566
933870,10066,seller,6556,6592
933871,10066,seller,6565,6673
934927,9334,buyer,6563,6651
934928,9334,buyer,6563,6652
934929,9334,buyer,6563,6660
935005,9337,buyer,6574,6741
926931,10102,seller,6562,6644
926932,10102,seller,6573,6729
926933,10102,seller,6573,6733
926934,10102,seller,6573,6734
927029,8401,seller,6565,6672
927030,8401,seller,6565,6673
927073,10053,seller,6556,6585
927076,10056,seller,6557,6606
927077,10056,seller,6573,6731
927089,10058,seller,6574,6739
927090,10025,seller,6557,6602
927091,10025,seller,6563,6649
927092,10024,seller,6560,6625
927093,10024,seller,6560,6628
927094,10024,seller,6560,6629
927095,10024,seller,6563,6649
927104,9920,seller,6558,6607
927105,9920,seller,6558,6612
927128,9926,seller,6576,6753
927141,9930,seller,6557,6604
927142,9930,seller,6572,6764
927148,10164,seller,6560,6631
927149,10164,seller,6560,6632
927855,9942,seller,6556,6585
927856,9942,seller,6556,6588
927857,9942,seller,6557,6604
927883,10177,seller,6565,6672
928118,10168,seller,6558,6607
928119,10168,seller,6558,6615
928120,10168,seller,6558,6612
928211,10156,seller,6556,6584
928212,10156,seller,6560,6626
928213,10149,seller,6554,6561
928214,10149,seller,6558,6612
928215,10148,seller,6557,6600
928216,10148,seller,6558,6612
928747,10194,seller,6556,6584
928748,10194,seller,6557,6604
928828,10224,seller,6557,6598
928829,10224,seller,6557,6601
928830,10224,seller,6557,6604
929136,10225,seller,6573,6734
929137,10225,seller,6574,6737
929138,10225,seller,6574,6738
929139,10225,seller,6574,6739
929142,10227,seller,6557,6605
929143,10227,seller,6573,6731
929147,10229,seller,6556,6584
929148,10229,seller,6563,6649
929151,10231,seller,6556,6594
929152,10231,seller,6557,6595
929153,10231,seller,6557,6598
929154,10231,seller,6574,6745
929155,10232,seller,6560,6632
929156,10232,seller,6563,6660
929441,10243,seller,6565,6672
929442,10243,seller,6565,6673
929463,10247,seller,6554,6556
929464,10247,seller,6554,6561
929465,10247,seller,6557,6600
930016,10250,seller,6560,6625
930017,10250,seller,6560,6626
930018,10250,seller,6563,6651
930021,10252,seller,6558,6616
930143,10253,seller,6573,6734
938572,10479,seller,6556,6593
938573,10479,seller,6574,6741
938576,10476,seller,6556,6584
938577,10476,seller,6560,6626
938807,10472,seller,6567,6682
938808,10472,seller,6567,6684
938810,10471,seller,6565,6672
938811,10471,seller,6565,6674
938822,10467,seller,6556,6585
938823,10467,seller,6557,6602
938824,10473,seller,6566,6677
938825,10565,seller,6565,6672
938826,10466,seller,6556,6585
938827,10466,seller,6557,6602
938829,10465,seller,6556,6584
938830,10464,seller,6556,6585
938831,10464,seller,6557,6604
938843,10603,seller,6565,6672
939313,10458,seller,6556,6583
939314,10458,seller,6558,6608
939374,9357,buyer,6561,6641
939418,9351,buyer,6573,6729
939419,9351,buyer,6573,6732
939420,9351,buyer,6576,6752
939421,9351,buyer,6576,6753
939422,9351,buyer,6576,6754
939423,9351,buyer,6576,6755
940137,10616,seller,6555,6569
940138,10616,seller,6557,6598
940195,10625,seller,6555,6569
940196,10625,seller,6557,6604
940197,10626,seller,6555,6569
940198,10626,seller,6557,6604
940199,10627,seller,6555,6569
940200,10627,seller,6557,6600
940201,10628,seller,6557,6598
940202,10628,seller,6559,6621
940211,10635,seller,6559,6617
940212,10635,seller,6574,6739
940214,10633,seller,6557,6601
940217,10632,seller,6556,6584
940218,10632,seller,6557,6598
940219,10631,seller,6556,6585
940220,10631,seller,6557,6600
940225,10611,seller,6556,6585
940226,10611,seller,6557,6598
940229,9361,buyer,6570,6701
940230,9361,buyer,6570,6702
940231,9361,buyer,6570,6703
940232,9361,buyer,6570,6704
940237,10610,seller,6564,6666
940238,10610,seller,6564,6665
940249,9362,buyer,6565,6673
940253,9363,buyer,6565,6672
940254,9363,buyer,6565,6673
940256,10511,seller,6557,6605
940257,10609,seller,6557,6602
940258,10609,seller,6560,6623
940259,10609,seller,6560,6625
940260,10609,seller,6560,6626
940267,10615,seller,6556,6583
940268,10615,seller,6556,6585
940269,10615,seller,6567,6680
940270,10489,seller,6563,6661
940275,7542,seller,6557,6596
940276,7542,seller,6562,6643
940277,7542,seller,6573,6729
940282,10636,seller,6573,6733
940283,10636,seller,6573,6734
940284,10636,seller,6576,6753
940285,10636,seller,6576,6754
940287,10491,seller,6563,6661
940290,10493,seller,6571,6708
940291,10493,seller,6571,6706
940292,10493,seller,6571,6707
940293,10493,seller,6571,6709
940294,10493,seller,6571,6710
940295,10605,seller,6573,6733
940296,10605,seller,6573,6734
940304,10604,seller,6560,6624
935006,9337,buyer,6574,6743
935007,9337,buyer,6574,6744
935008,9337,buyer,6574,6745
935038,10406,seller,6565,6673
935039,10406,seller,6572,6767
935337,10521,seller,6560,6634
935496,9341,buyer,6556,6583
935739,10531,seller,6570,6697
935740,10531,seller,6570,6700
936065,9345,buyer,6577,6756
936066,9345,buyer,6577,6761
936253,10541,seller,6565,6672
936254,10541,seller,6565,6674
936260,10546,seller,6565,6673
936268,9346,buyer,6562,6648
936333,10551,seller,6565,6674
936335,10535,seller,6557,6604
936336,10535,seller,6572,6727
936340,10534,seller,6555,6579
936350,9347,buyer,6577,6756
936351,9347,buyer,6577,6761
936358,10530,seller,6556,6584
936359,10530,seller,6556,6585
936725,10520,seller,6557,6602
936726,10520,seller,6560,6626
937090,10559,seller,6564,6666
937091,10559,seller,6565,6672
937092,10559,seller,6565,6675
937127,10409,seller,6556,6584
937128,10409,seller,6563,6649
937129,10409,seller,6563,6660
937148,10413,seller,6557,6598
937149,10413,seller,6572,6728
937151,10415,seller,6561,6638
937152,10415,seller,6561,6640
937153,10570,seller,6557,6598
937154,10570,seller,6574,6746
937317,10417,seller,6563,6650
937318,10417,seller,6563,6652
937319,10417,seller,6563,6660
937326,10416,seller,6555,6570
937327,10419,seller,6557,6602
937328,10419,seller,6557,6604
937332,10422,seller,6563,6661
937341,10423,seller,6563,6650
937342,10423,seller,6563,6652
937343,10423,seller,6563,6660
938089,9326,buyer,6570,6695
938090,9326,buyer,6570,6697
938092,9328,buyer,6556,6586
938093,9328,buyer,6556,6587
938094,9328,buyer,6574,6743
938095,9328,buyer,6574,6744
938096,9328,buyer,6574,6745
938097,9328,buyer,6574,6746
938113,10424,seller,6557,6598
938114,10424,seller,6558,6615
938115,10425,seller,6555,6569
938116,10425,seller,6557,6604
938117,10426,seller,6558,6615
938118,10426,seller,6558,6612
938119,10426,seller,6572,6767
938149,9353,buyer,6573,6731
938160,10438,seller,6556,6585
938161,10438,seller,6557,6604
938162,10579,seller,6573,6734
938163,10579,seller,6574,6739
938164,10579,seller,6574,6738
938165,10579,seller,6574,6741
938168,10439,seller,6556,6585
938169,10439,seller,6574,6739
938172,10583,seller,6557,6602
938173,10441,seller,6555,6569
938174,10441,seller,6557,6604
938177,10454,seller,6560,6625
938178,10454,seller,6563,6655
938276,10453,seller,6567,6680
938277,10453,seller,6574,6745
938279,10452,seller,6555,6569
938280,10451,seller,6557,6602
938284,10449,seller,6556,6587
938285,10449,seller,6557,6604
938286,10448,seller,6573,6729
938287,10448,seller,6573,6734
938290,10447,seller,6559,6617
938291,10447,seller,6563,6661
938292,10590,seller,6573,6730
938293,10590,seller,6573,6734
938297,10445,seller,6564,6664
938298,10445,seller,6567,6684
938299,10444,seller,6555,6579
938300,10444,seller,6556,6593
938302,9354,buyer,6554,6555
938303,9354,buyer,6554,6559
938304,9354,buyer,6554,6561
938310,9355,buyer,6556,6583
938311,10591,seller,6565,6672
938334,10598,seller,6563,6661
938335,10599,seller,6555,6569
938350,10480,seller,6561,6638
938355,10482,seller,6558,6612
938356,10482,seller,6559,6621
945837,10879,seller,6556,6584
945838,10879,seller,6556,6585
946163,10729,seller,6557,6598
946164,10729,seller,6560,6625
946167,10731,seller,6556,6587
946168,10731,seller,6557,6602
946175,10849,seller,6573,6729
946176,10849,seller,6576,6752
946177,10849,seller,6576,6754
946178,10849,seller,6576,6755
946248,10733,seller,6566,6678
946249,10734,seller,6557,6596
946250,10734,seller,6562,6644
946251,10734,seller,6562,6648
946252,10735,seller,6556,6593
946253,10735,seller,6557,6598
946254,10736,seller,6560,6625
946308,9405,buyer,6555,6574
946309,9405,buyer,6559,6617
946310,9405,buyer,6559,6618
946315,9416,buyer,6563,6649
946316,9416,buyer,6564,6664
946317,9416,buyer,6568,6689
946322,9417,buyer,6564,6664
946323,9417,buyer,6568,6689
946338,9418,buyer,6571,6705
946339,9418,buyer,6571,6707
946340,9418,buyer,6571,6708
946341,9418,buyer,6571,6709
946351,10907,seller,6563,6654
946352,10738,seller,6557,6596
946353,10738,seller,6573,6734
946354,10739,seller,6561,6638
946358,10886,seller,6556,6585
946359,10886,seller,6557,6602
946365,10910,seller,6556,6584
946366,10910,seller,6557,6603
946405,10670,seller,6560,6633
946406,10670,seller,6563,6660
946425,9421,buyer,6557,6600
946426,9421,buyer,6577,6759
946428,10743,seller,6557,6598
946437,10746,seller,6557,6602
940305,10604,seller,6573,6729
940306,10604,seller,6573,6734
940307,10604,seller,6574,6741
940313,9364,buyer,6554,6558
940551,9356,buyer,6556,6593
940552,9356,buyer,6559,6617
940556,10642,seller,6560,6625
940854,10662,seller,6556,6584
940855,10662,seller,6557,6598
940856,10663,seller,6556,6587
940857,10663,seller,6557,6598
941286,10617,seller,6566,6678
941593,10654,seller,6556,6585
941594,10654,seller,6557,6604
941613,10665,seller,6557,6603
941614,10398,seller,6565,6673
941622,9367,buyer,6568,6689
941922,10562,seller,6554,6556
941923,10562,seller,6557,6600
942148,9368,buyer,6561,6641
942190,9369,buyer,6561,6636
942191,9369,buyer,6562,6643
942192,9369,buyer,6562,6645
942193,9369,buyer,6562,6646
942194,10671,seller,6573,6734
942616,10674,seller,6568,6689
942620,10678,seller,6557,6605
942663,10681,seller,6562,6644
942957,9344,buyer,6573,6733
942958,9344,buyer,6573,6734
942959,9344,buyer,6573,6735
942960,9344,buyer,6573,6736
942961,9333,buyer,6554,6554
942962,9333,buyer,6556,6585
942963,9333,buyer,6556,6586
942964,9333,buyer,6556,6587
942965,9333,buyer,6556,6588
942966,9333,buyer,6556,6589
942967,9333,buyer,6556,6592
942968,9333,buyer,6559,6617
942969,9333,buyer,6559,6618
942970,9333,buyer,6560,6625
942971,9333,buyer,6560,6624
942972,9333,buyer,6560,6626
942973,9333,buyer,6560,6627
943239,9396,buyer,6556,6583
943246,9395,buyer,6560,6625
943247,9395,buyer,6560,6634
943248,9394,buyer,6565,6674
943249,9394,buyer,6565,6675
943252,9393,buyer,6560,6629
943253,9393,buyer,6560,6632
943254,9393,buyer,6560,6633
943255,9392,buyer,6560,6629
943257,9391,buyer,6560,6632
943258,9391,buyer,6560,6633
943259,9390,buyer,6560,6629
943261,9389,buyer,6561,6639
943263,10668,seller,6559,6617
943264,10668,seller,6559,6618
943269,9388,buyer,6560,6629
943270,9388,buyer,6560,6631
943271,9388,buyer,6560,6632
943272,9388,buyer,6560,6633
943273,10679,seller,6556,6584
943279,9387,buyer,6561,6639
943280,9386,buyer,6561,6638
943284,10686,seller,6559,6617
943285,10686,seller,6559,6618
943290,9385,buyer,6555,6563
943291,9385,buyer,6555,6565
943292,9385,buyer,6555,6566
943293,9385,buyer,6555,6568
943303,9383,buyer,6563,6661
943304,9383,buyer,6570,6697
943305,9383,buyer,6570,6699
943306,9383,buyer,6570,6700
943312,9382,buyer,6571,6705
943313,9382,buyer,6571,6706
943314,9382,buyer,6571,6707
943315,9382,buyer,6571,6708
943316,9382,buyer,6571,6709
943320,9381,buyer,6570,6701
943321,9381,buyer,6570,6703
943322,9381,buyer,6570,6704
943324,9380,buyer,6571,6708
943325,9380,buyer,6571,6709
943326,9379,buyer,6571,6707
943327,9377,buyer,6567,6682
943328,9377,buyer,6567,6684
943329,9377,buyer,6567,6685
943330,9378,buyer,6567,6684
943331,9378,buyer,6567,6685
943332,9378,buyer,6567,6686
943395,9358,buyer,6554,6554
943396,9358,buyer,6554,6555
943397,9358,buyer,6554,6558
943398,9358,buyer,6554,6559
943399,9358,buyer,6556,6583
943400,9358,buyer,6556,6586
943401,9358,buyer,6556,6587
943402,9358,buyer,6556,6588
943403,9358,buyer,6556,6590
943404,9358,buyer,6556,6591
943405,9358,buyer,6559,6617
943406,9358,buyer,6559,6618
943500,10677,seller,6557,6605
943504,10675,seller,6565,6672
943505,10675,seller,6565,6673
943672,10688,seller,6559,6617
943673,10688,seller,6559,6618
944401,10839,seller,6557,6600
944406,9402,buyer,6556,6587
944471,9404,buyer,6565,6674
944482,10706,seller,6574,6737
944483,10706,seller,6574,6739
944484,10706,seller,6574,6747
944705,10708,seller,6557,6600
944731,10711,seller,6556,6584
944732,10711,seller,6557,6602
944736,10390,seller,6574,6738
944737,10390,seller,6574,6739
944740,10192,seller,6557,6596
944741,10192,seller,6557,6604
944742,10192,seller,6562,6643
944743,10192,seller,6562,6644
944746,10298,seller,6556,6584
944747,10298,seller,6556,6592
944957,10601,seller,6555,6571
944958,10601,seller,6555,6579
944973,10851,seller,6557,6600
944999,10713,seller,6563,6661
945002,9359,buyer,6570,6702
945003,10715,seller,6556,6584
945004,9360,buyer,6571,6708
945005,9360,buyer,6571,6707
945006,10716,seller,6567,6680
945092,10854,seller,6556,6585
945096,10857,seller,6557,6598
945097,10857,seller,6560,6626
945100,10860,seller,6556,6585
945101,10861,seller,6556,6585
945102,10861,seller,6557,6598
945179,10865,seller,6556,6585
945180,10866,seller,6556,6584
946439,10924,seller,6558,6607
946440,10924,seller,6558,6609
946441,10924,seller,6558,6615
946442,10924,seller,6558,6613
946448,10923,seller,6558,6607
946449,10923,seller,6558,6612
946450,10923,seller,6558,6613
946462,10916,seller,6568,6689
946463,10917,seller,6568,6689
946464,10927,seller,6556,6587
946465,10927,seller,6559,6617
946494,10935,seller,6557,6600
946503,10933,seller,6557,6600
946507,10748,seller,6557,6602
946508,10936,seller,6565,6674
946527,9427,buyer,6559,6621
946528,10918,seller,6568,6689
946726,10874,seller,6559,6617
946727,10874,seller,6559,6618
946758,10951,seller,6556,6587
946767,10752,seller,6556,6585
946768,10752,seller,6574,6745
946916,10954,seller,6554,6554
946917,10954,seller,6554,6558
946918,10954,seller,6555,6576
946919,10954,seller,6556,6588
946920,10954,seller,6558,6607
946921,10954,seller,6558,6608
946922,10954,seller,6558,6609
946923,10954,seller,6558,6610
946924,10954,seller,6558,6611
946925,10954,seller,6558,6612
946926,10954,seller,6558,6613
946927,10954,seller,6558,6614
946928,10954,seller,6558,6615
946929,10954,seller,6558,6616
946930,10954,seller,6557,6595
946931,10954,seller,6557,6596
946932,10954,seller,6557,6597
946933,10954,seller,6557,6598
946934,10954,seller,6557,6600
946935,10954,seller,6557,6601
946936,10954,seller,6557,6602
946937,10954,seller,6557,6603
946938,10954,seller,6557,6604
946939,10954,seller,6557,6605
946940,10954,seller,6557,6606
946941,10954,seller,6559,6617
946942,10954,seller,6559,6618
946943,10954,seller,6559,6619
946944,10954,seller,6559,6620
946945,10954,seller,6559,6621
946946,10954,seller,6559,6622
946948,10953,seller,6565,6672
946949,10953,seller,6565,6673
947990,10754,seller,6563,6649
947995,10758,seller,6556,6587
947996,10758,seller,6557,6602
948006,8720,seller,6557,6596
948016,10760,seller,6557,6598
948311,10772,seller,6556,6584
948312,10772,seller,6557,6602
948316,10955,seller,6565,6672
948321,10961,seller,6565,6668
948328,10550,seller,6570,6697
948329,10550,seller,6570,6703
948448,10776,seller,6560,6625
948458,10779,seller,6557,6598
948466,10432,seller,6559,6617
948655,10784,seller,6557,6602
948656,10785,seller,6573,6731
948657,10785,seller,6574,6741
948658,10785,seller,6574,6742
948663,10786,seller,6557,6598
948664,10786,seller,6557,6600
948668,10788,seller,6557,6598
948669,10788,seller,6557,6602
948675,10790,seller,6556,6584
948676,10790,seller,6563,6649
948683,10793,seller,6557,6598
948685,10969,seller,6556,6590
948686,10969,seller,6556,6593
948688,10795,seller,6557,6598
948691,10884,seller,6560,6625
948692,10884,seller,6563,6649
948698,9330,buyer,6565,6672
948699,9330,buyer,6565,6673
948700,9330,buyer,6565,6675
949321,9431,buyer,6559,6617
949325,10974,seller,6559,6617
949339,10698,seller,6556,6585
949340,10698,seller,6557,6598
949342,10694,seller,6557,6604
949343,10694,seller,6577,6758
949345,10697,seller,6558,6616
949346,10697,seller,6561,6638
949347,10697,seller,6563,6661
949352,10700,seller,6554,6556
949353,10700,seller,6563,6649
949354,10701,seller,6555,6569
949355,10701,seller,6557,6604
949356,10702,seller,6556,6587
949357,10702,seller,6557,6604
949358,10703,seller,6556,6587
949359,10703,seller,6557,6598
949362,10705,seller,6564,6664
949363,10705,seller,6567,6684
949364,10705,seller,6568,6689
949365,10709,seller,6564,6665
949368,10710,seller,6556,6585
949369,10710,seller,6557,6604
949370,10720,seller,6556,6593
949371,10720,seller,6559,6617
949372,10728,seller,6556,6585
949373,10728,seller,6557,6598
949376,10745,seller,6556,6584
949377,10745,seller,6557,6602
949394,10769,seller,6557,6598
949395,10770,seller,6556,6585
949396,10770,seller,6557,6602
949397,10771,seller,6564,6665
949398,10771,seller,6565,6672
949399,10792,seller,6563,6649
949690,10978,seller,6557,6605
949691,10979,seller,6556,6585
949692,10979,seller,6557,6598
949693,10980,seller,6554,6561
949694,10980,seller,6573,6731
949695,10980,seller,6573,6734
949706,10985,seller,6561,6641
949873,9434,buyer,6570,6702
951106,10992,seller,6559,6617
951107,10992,seller,6559,6618
951116,10990,seller,6573,6729
951119,9435,buyer,6570,6697
951120,9435,buyer,6570,6703
951124,10993,seller,6559,6617
951125,10993,seller,6559,6618
951143,10998,seller,6573,6730
951144,10998,seller,6573,6733
951145,10998,seller,6573,6734
951146,10998,seller,6574,6747
951347,10986,seller,6565,6673
951350,10641,seller,6556,6585
951351,10641,seller,6557,6604
945181,10866,seller,6557,6598
945183,10868,seller,6556,6584
945184,10868,seller,6560,6626
945187,10718,seller,6563,6661
945190,9410,buyer,6562,6643
945191,9410,buyer,6562,6644
945192,9410,buyer,6562,6645
945193,9410,buyer,6562,6648
945194,9410,buyer,6573,6729
945195,9410,buyer,6573,6730
945196,9410,buyer,6573,6731
945197,9410,buyer,6573,6733
945198,9410,buyer,6573,6734
945199,9410,buyer,6573,6735
945200,9410,buyer,6573,6736
945201,9410,buyer,6576,6752
945202,9410,buyer,6576,6754
945203,9410,buyer,6576,6755
945206,10606,seller,6562,6643
945470,10721,seller,6556,6587
945471,10721,seller,6557,6602
945473,10722,seller,6557,6606
945474,10722,seller,6562,6644
945666,10869,seller,6556,6584
945668,10870,seller,6563,6659
945669,10870,seller,6563,6662
945683,10488,seller,6561,6641
945684,10488,seller,6563,6649
945708,10875,seller,6565,6673
945713,10878,seller,6557,6605
945714,10876,seller,6565,6672
945715,10876,seller,6565,6673
945731,10725,seller,6556,6587
945732,10725,seller,6557,6602
945736,10727,seller,6557,6598
945737,10727,seller,6561,6640
945748,10882,seller,6573,6729
945749,10882,seller,6573,6734
945750,9411,buyer,6561,6641
945790,9412,buyer,6561,6641
953646,11033,seller,6556,6589
953647,11033,seller,6556,6591
953656,11011,seller,6559,6617
953657,11011,seller,6559,6618
953679,11038,seller,6573,6730
953680,11038,seller,6573,6731
953681,11038,seller,6573,6734
953711,11042,seller,6554,6561
953712,11042,seller,6557,6602
953729,11053,seller,6555,6579
953730,11053,seller,6556,6584
953924,10892,seller,6557,6603
953937,9458,buyer,6557,6605
953966,9457,buyer,6556,6590
953967,9457,buyer,6556,6593
953968,9457,buyer,6573,6735
953972,11061,seller,6556,6586
953973,11061,seller,6556,6587
953974,11061,seller,6563,6649
953976,9459,buyer,6555,6582
953977,9459,buyer,6566,6678
954077,11079,seller,6555,6581
954078,11079,seller,6556,6584
954080,11080,seller,6565,6673
954081,11081,seller,6563,6654
954082,11081,seller,6564,6667
954084,11026,seller,6568,6689
954085,10810,seller,6557,6598
954098,10811,seller,6558,6612
954099,11044,seller,6561,6641
954103,11086,seller,6557,6602
954320,11088,seller,6556,6585
954321,11088,seller,6557,6598
954323,11089,seller,6563,6652
954324,11089,seller,6563,6657
954334,11092,seller,6557,6598
954335,11092,seller,6561,6641
954336,11093,seller,6557,6598
954354,10812,seller,6557,6598
954355,10813,seller,6557,6600
954358,10814,seller,6559,6617
954359,10814,seller,6560,6634
954360,10815,seller,6561,6637
954452,10818,seller,6563,6649
954453,10818,seller,6563,6659
954460,10819,seller,6561,6640
954461,10819,seller,6567,6684
954464,10820,seller,6554,6556
954465,10820,seller,6557,6598
954466,10821,seller,6559,6617
954467,10821,seller,6559,6618
954470,10823,seller,6573,6731
954471,10823,seller,6573,6734
954474,11098,seller,6557,6596
954475,11099,seller,6561,6638
954476,11100,seller,6558,6609
954478,10822,seller,6556,6587
954479,10822,seller,6557,6602
954482,9467,buyer,6563,6652
954575,11103,seller,6555,6569
954576,11103,seller,6556,6584
954577,11104,seller,6564,6666
954578,11104,seller,6565,6672
954579,11105,seller,6557,6598
954580,11106,seller,6556,6593
954581,11106,seller,6563,6649
954582,11107,seller,6563,6661
954583,11108,seller,6556,6585
954584,11108,seller,6557,6598
954585,11109,seller,6563,6661
954587,11110,seller,6563,6661
954588,11111,seller,6563,6661
954589,11112,seller,6563,6661
954590,11113,seller,6563,6661
954591,11114,seller,6567,6684
954592,11115,seller,6563,6661
954599,11120,seller,6567,6685
954603,9468,buyer,6562,6644
954607,11124,seller,6557,6600
954612,11125,seller,6557,6602
954613,11125,seller,6577,6758
954623,11127,seller,6556,6584
954624,11127,seller,6563,6649
954628,11130,seller,6554,6554
954629,11130,seller,6554,6555
954630,11130,seller,6554,6561
954632,11131,seller,6568,6689
954633,11132,seller,6573,6733
954634,11132,seller,6573,6734
954635,11133,seller,6558,6607
954636,11133,seller,6558,6612
954650,9472,buyer,6557,6601
954685,11096,seller,6565,6672
954686,11096,seller,6565,6673
954689,11095,seller,6555,6570
954690,11095,seller,6555,6572
954692,11137,seller,6557,6596
954693,9475,buyer,6568,6689
954698,11138,seller,6556,6585
954699,11138,seller,6576,6754
954701,9470,buyer,6556,6586
954702,9470,buyer,6556,6587
954703,9470,buyer,6556,6588
954704,9470,buyer,6556,6593
954705,9470,buyer,6559,6617
951646,10981,seller,6556,6584
951647,10981,seller,6557,6598
951874,9438,buyer,6561,6641
952042,10783,seller,6558,6612
952043,10783,seller,6563,6649
952044,10761,seller,6560,6625
952045,10761,seller,6563,6662
952047,11003,seller,6559,6617
952048,11003,seller,6559,6618
952049,10442,seller,6563,6649
952052,11007,seller,6555,6569
952053,11007,seller,6556,6584
952107,11002,seller,6573,6729
952118,9441,buyer,6556,6586
952119,9441,buyer,6556,6587
952120,9441,buyer,6556,6588
952121,9441,buyer,6574,6745
952124,11001,seller,6573,6731
952208,9430,buyer,6574,6737
952209,9430,buyer,6574,6739
952210,9430,buyer,6574,6747
952211,9430,buyer,6576,6752
952212,9430,buyer,6576,6754
952213,9430,buyer,6576,6755
952220,10996,seller,6573,6730
952221,10996,seller,6573,6732
952222,10996,seller,6574,6741
952227,10880,seller,6561,6638
952228,10880,seller,6561,6640
952233,9444,buyer,6573,6729
952234,9444,buyer,6573,6732
952235,9444,buyer,6573,6734
952240,10798,seller,6573,6731
952849,10800,seller,6557,6596
952903,10803,seller,6562,6644
952906,10804,seller,6557,6600
952928,10228,seller,6565,6674
952929,10228,seller,6565,6675
952932,9446,buyer,6565,6672
952933,9446,buyer,6565,6675
952953,11012,seller,6561,6638
952963,10806,seller,6561,6638
952964,10805,seller,6576,6753
952965,10805,seller,6576,6754
952966,10805,seller,6576,6755
952969,10807,seller,6563,6649
952970,10807,seller,6566,6677
952973,10809,seller,6554,6561
952974,10809,seller,6563,6649
952975,10809,seller,6563,6654
952978,10796,seller,6554,6555
952979,10796,seller,6555,6568
952981,10797,seller,6557,6604
952982,10801,seller,6563,6661
952983,10808,seller,6556,6587
952984,10808,seller,6557,6598
952992,10512,seller,6557,6605
952993,7976,seller,6557,6605
952994,11014,seller,6556,6584
952995,11014,seller,6557,6598
952996,11013,seller,6561,6640
953008,11018,seller,6554,6561
953009,11018,seller,6555,6568
953014,11022,seller,6560,6625
953015,11022,seller,6560,6632
953016,11023,seller,6570,6702
953017,11023,seller,6570,6703
953018,11024,seller,6554,6556
953034,11015,seller,6562,6644
953035,11015,seller,6573,6729
953036,11015,seller,6573,6730
953043,9451,buyer,6556,6593
953044,9451,buyer,6567,6680
953045,9451,buyer,6577,6759
953046,9450,buyer,6556,6593
953047,9450,buyer,6567,6680
953048,9450,buyer,6577,6759
953252,9449,buyer,6556,6593
953253,9449,buyer,6559,6617
953254,9449,buyer,6567,6680
953255,9449,buyer,6577,6759
953554,9452,buyer,6573,6729
953555,9452,buyer,6573,6733
953556,9452,buyer,6573,6734
953557,9452,buyer,6573,6735
953564,9453,buyer,6567,6687
953565,9453,buyer,6573,6734
953569,7939,seller,6564,6665
953570,7939,seller,6564,6666
953571,7939,seller,6565,6672
953572,7939,seller,6565,6675
962305,9488,buyer,6567,6680
962306,9488,buyer,6567,6687
962307,9488,buyer,6568,6688
962308,9488,buyer,6568,6689
962309,9488,buyer,6568,6690
962364,9486,buyer,6556,6589
962365,9486,buyer,6565,6672
962366,9486,buyer,6567,6680
962367,9486,buyer,6567,6687
962368,9486,buyer,6568,6688
962369,9486,buyer,6568,6689
962370,9486,buyer,6568,6690
962373,9491,buyer,6556,6585
962374,9491,buyer,6577,6761
962388,11186,seller,6565,6674
962537,9494,buyer,6565,6673
962538,9494,buyer,6565,6674
