keyid,name,secid,sub_secid
12916,burial casket manufacturing,6557,6598
12915,materials recovery facilities  refuse systems,6557,6598
12914,gasket| packing| and sealing device manufacturing,6557,6598
12913,glass and glazing contractors,6557,6598
12912,site preparation contractors,6557,6598
12911,sign manufacturing,6557,6598
12910,office supplies  manufacturing,6557,6598
12909,vending machine operators,6557,6598
12908,couriers and express delivery services courier services| except by air,6557,6598
12907,postal service,6557,6598
12906,roofing contractors,6557,6598
12905,offices of real estate agents and brokers,6557,6598
12904,siding contractors,6557,6598
12903,janitorial services,6557,6600
12902,packaging and labeling services,6557,6600
12901,investigation services,6557,6600
12900,armored car services,6557,6600
12899,steam and air-conditioning supply,6557,6600
12898,security systems services,6557,6600
12897,locksmiths,6557,6600
12896,exterminating and pest control services,6557,6600
12895,solid waste collection  local trucking| without storage,6557,6600
12894,remediation services  special trade contractors| nec,6557,6600
12893,hazardous waste collection  local trucking| without storage,6557,6600
12892,administration of conservation programs,6557,6600
12891,convention and trade show organizers,6557,6600
12890,solid waste combustors and incinerators  refuse systems,6557,6600
12889,administration of air and water resource and solid waste management programs,6557,6600
12888,solid waste landfill  refuse systems,6557,6600
12887,carpet and upholstery cleaning services,6557,6600
12886,hazardous waste treatment and disposal  refuse systems,6557,6600
12885,environmental consulting services,6557,6600
12884,landscaping services,6557,6600
12883,industrial and commercial fan and blower and air purification equipment manufacturing,6556,6593
12882,bolt| nut| screw| rivet| and washer manufacturing,6556,6593
12881,air-conditioning and warm air heating equipment and commercial and industrial refrigeration equipment manufacturing,6556,6593
12880,precision turned product manufacturing,6556,6593
12879,heating equipment  manufacturing,6556,6593
12878,wood window and door manufacturing,6556,6593
12877,cut stock| resawing lumber| and planing,6556,6593
12876,fabricated pipe and pipe fitting manufacturing,6556,6593
12875,small arms| ordnance| and ordnance accessories manufacturing,6556,6593
12874,small arms ammunition manufacturing,6556,6593
12873,ammunition  manufacturing,6556,6593
12872,machine shops,6556,6593
12871,oil and gas field machinery and equipment manufacturing,6556,6593
12870,mining machinery and equipment manufacturing,6556,6593
12869,special die and tool| die set| jig| and fixture manufacturing,6556,6593
12868,cutting tool and machine tool accessory manufacturing,6556,6593
12867,rolling mill,6556,6593
12866,machine tool manufacturing,6556,6593
12865,hardwood veneer and plywood manufacturing,6556,6593
12864,industrial valve manufacturing,6556,6593
12863,industrial mold manufacturing,6556,6593
12862,truss manufacturing,6556,6593
12861,engineered wood member  manufacturing,6556,6593
12860,softwood veneer and plywood manufacturing,6556,6593
12859,prefabricated wood building manufacturing,6556,6593
12858,fluid power valve and hose fitting manufacturing,6556,6593
12857,plumbing fixture fitting and trim manufacturing,6556,6593
12856,power-driven handtool manufacturing,6556,6593
12855,welding and soldering equipment manufacturing,6556,6593
12854,packaging machinery manufacturing,6556,6593
12853,industrial process furnace and oven manufacturing,6556,6593
12852,fluid power cylinder and actuator manufacturing,6556,6593
12851,fluid power pump and motor manufacturing,6556,6593
12850,manufactured home  manufacturing,6556,6593
12849,scale and balance manufacturing,6556,6593
12848,sawmills,6556,6593
12847,wood preservation,6556,6593
12846,air and gas compressor manufacturing,6556,6593
12845,measuring and dispensing pump manufacturing,6556,6593
12844,metal heat treating,6556,6593
12843,pump and pumping equipment manufacturing,6556,6593
12842,electroplating| plating| polishing| anodizing| and coloring,6556,6593
12841,metal coating| engraving | and allied services to manufacturers,6556,6593
12840,reconstituted wood product manufacturing,6556,6593
12839,mechanical power transmission equipment manufacturing,6556,6593
12838,speed changer| industrial high-speed drive| and gear manufacturing,6556,6593
12837,turbine and turbine generator set units manufacturing,6556,6593
12836,sawmill| woodworking| and paper machinery manufacturing,6556,6593
12835,semiconductor machinery manufacturing,6556,6593
12834,food product machinery manufacturing,6556,6593
12833,photographic and photocopying equipment manufacturing,6556,6593
12832,optical instrument and lens manufacturing,6556,6593
12831,printing machinery and equipment manufacturing,6556,6593
12830,corrugated and solid fiber box manufacturing,6556,6593
12829,ball and roller bearing manufacturing,6556,6593
12828,pulp mills,6556,6593
12827,elevator and moving stairway manufacturing,6556,6593
12826,hardware manufacturing,6556,6593
12825,wood container and pallet manufacturing,6556,6593
12824,overhead traveling crane| hoist| and monorail system manufacturing,6556,6593
12823,conveyor and conveying equipment manufacturing,6556,6593
12822,commercial screen printing,6557,6596
12821,books printing,6557,6596
12820,support activities for printing,6557,6596
12818,farm machinery and equipment manufacturing,6556,6592
12817,lawn and garden tractor and home lawn and garden equipment manufacturing,6556,6592
12816,forest nurseries and gathering of forest products,6555,6581
12815,sanitary paper product manufacturing,6555,6582
12814,stationery product manufacturing,6555,6582
12813,newsprint mills,6555,6582
12812,iron and steel mills and ferroalloy manufacturing,6555,6579
12811,steel investment foundries,6555,6579
12810,steel foundries,6555,6579
12809,iron and steel pipe and tube manufacturing from purchased steel,6555,6579
12808,nonferrous metal die-casting foundries,6555,6579
12807,rolled steel shape manufacturing,6555,6579
12806,steel wire drawing,6555,6579
12805,jewelry and silverware manufacturing,6555,6578
12804,industrial sand mining,6555,6575
12803,copper rolling| drawing| extruding| and alloying,6555,6575
12802,construction sand and gravel mining,6555,6575
12801,phosphate rock mining,6555,6575
12800,clay and ceramic and refractory minerals mining,6555,6575
12799,kaolin and ball clay mining,6555,6575
12798,potash| soda| and borate mineral mining,6555,6575
12797,powder metallurgy part manufacturing,6555,6575
12796,iron ore mining,6555,6575
12795,metal crown| closure,6555,6575
12794,nonferrous metal  smelting and refining,6555,6575
12793,nonferrous forging,6555,6575
12792,metal window and door manufacturing,6555,6575
12791,custom roll forming,6555,6575
12790,ornamental and architectural metal work manufacturing,6555,6575
12789,sheet metal work manufacturing,6555,6575
12788,iron and steel forging,6555,6575
12787,power boiler and heat exchanger manufacturing,6555,6575
12786,lead ore and zinc ore mining,6555,6575
12785,uranium-radium-vanadium ore mining,6555,6575
12784,metal tank  manufacturing,6555,6575
12783,copper ore and nickel ore mining,6555,6575
12782,support activities for nonmetallic minerals  mining,6555,6575
12781,support activities for metal mining,6555,6575
12780,fabricated structural metal manufacturing,6555,6575
12779,dimension stone mining and quarrying,6555,6575
12778,plate work manufacturing,6555,6575
12777,crushed and broken limestone mining and quarrying,6555,6575
12776,crushed and broken granite mining and quarrying,6555,6575
12775,prefabricated metal building and component manufacturing,6555,6575
12774,nonferrous metal  rolling| drawing| and extruding,6555,6575
12773,spring manufacturing,6555,6575
12772,secondary smelting| refining| and alloying of nonferrous metal,6555,6575
12771,aluminum foundries,6555,6574
12770,alumina refining and primary aluminum production,6555,6574
12769,aluminum sheet| plate| and foil manufacturing,6555,6574
12768,secondary smelting and alloying of aluminum,6555,6574
12767,flat glass manufacturing,6555,6571
12766,glass product manufacturing made of purchased glass,6555,6571
12765,glass container manufacturing,6555,6571
12764,metal can manufacturing,6555,6571
12763,printing ink manufacturing,6555,6568
12762,plastics plumbing fixture manufacturing,6555,6568
12761,artificial and synthetic fibers and filaments manufacturing,6555,6568
12760,polystyrene foam product manufacturing,6555,6568
12759,paint and coating manufacturing,6555,6568
12758,plastics material and resin manufacturing,6555,6568
12757,urethane,6555,6568
12756,asphalt paving mixture and block manufacturing,6555,6568
12755,laminated plastics plate| sheet | and shape manufacturing,6555,6568
12754,petroleum lubricating oil and grease manufacturing,6555,6568
12753,asphalt shingle and coating materials manufacturing,6555,6568
12752,unlaminated plastics profile shape manufacturing,6555,6568
12751,plastics bottle manufacturing,6555,6568
12750,adhesive manufacturing,6555,6568
12749,synthetic dye and pigment manufacturing,6555,6568
12748,plastics pipe and pipe fitting manufacturing,6555,6568
12747,explosives manufacturing,6555,6568
12746,ethyl alcohol manufacturing,6555,6568
12745,petrochemical manufacturing,6555,6568
12744,cyclic crude| intermediate| and gum and wood chemical manufacturing,6555,6568
12743,custom compounding of purchased resins,6555,6568
12742,unlaminated plastics film and sheet  manufacturing,6555,6568
12741,plastics packaging film and sheet  manufacturing,6555,6568
12740,industrial gas manufacturing,6555,6567
12739,phosphatic fertilizer manufacturing,6555,6566
12738,fertilizer  manufacturing,6555,6566
12737,nitrogenous fertilizer manufacturing,6555,6566
12736,pesticide,6555,6566
12735,bituminous coal and lignite surface mining,6554,6562
12734,support activities for coal mining,6554,6562
12732,bituminous coal underground mining,6554,6562
12731,petroleum refineries,6554,6560
12730,crude petroleum and natural gas extraction,6554,6559
12729,natural gas liquid extraction,6554,6559
12728,coated fabrics| not rubberized,6560,6634
12718,wheat,6565,6673
12716,yarn spinning mills,6560,6634
12715,finishing plants| manmade,6560,6634
12712,fur-bearing animals and rabbits,6565,6674
12710,crop preparation services for market,6565,6673
12709,industrial sand,6555,6575
12708,crop harvesting,6565,6673
12706,farm management services,6565,6673
12705,forestry services,6565,6673
12701,nonmetallic mineral services,6555,6575
12698,operative builders,6572,6726
12692,finishing plants| nec,6560,6634
12691,broadwoven fabric mills| manmade,6560,6634
12684,phosphate rock,6555,6575
12683,bridge| tunnel| and elevated highway,6558,6615
12682,special trade contractors| nec,6560,6626
12679,soil preparation services,6565,6673
12676,timber tracts,6565,6673
12675,bottled and canned soft drinks,6565,6671
12674,beef cattle feedlots,6565,6673
12672,crushed and broken limestone,6555,6575
12670,forest products,6565,6673
12669,poultry hatcheries,6565,6674
12662,beef cattle| except feedlots,6565,6674
12658,operative builders,6572,6725
12655,lawn and garden services,6557,6600
12651,broadwoven fabric mills| cotton,6560,6634
12649,construction sand and gravel,6555,6575
12642,animal aquaculture,6565,6674
12638,masonry,6557,6598
12636,shellfish,6565,6674
12635,food preparations| nec,6565,6673
12633,glass and glazing work,6557,6598
12631,coal mining services,6557,6598
12628,residential construction| nec,6572,6726
12627,painting and paper hanging,6558,6615
12625,kaolin and ball clay,6555,6575
12622,field crops| except cash grain,6565,6674
12621,residential construction| nec,6572,6727
12619,oil and gas field services| nec,6554,6558
12617,chicken eggs,6565,6674
12616,miscellaneous marine products,6565,6674
12614,metal mining services,6557,6598
12613,metal mining services,6555,6575
12610,knit underwear mills,6560,6634
12609,broadwoven fabric mills| wool,6560,6634
12606,oil and gas field services| nec,6557,6598
12605,livestock services| except veterinary,6565,6674
12604,irish potatoes,6565,6673
12603,cordage and twine,6560,6634
12602,forest products,6565,6674
12601,excavation work,6557,6598
12599,bituminous coal and lignite-surface mining,6554,6562
